1.00000000	0.00000000
0.99909075	0.00018172
0.99615713	0.00072490
0.99127994	0.00162294
0.98447745	0.00286512
0.97577515	0.00443673
0.96520573	0.00631944
0.95280901	0.00849162
0.93863179	0.01092877
0.92272780	0.01360397
0.90515747	0.01648829
0.88598782	0.01955127
0.86529219	0.02276129
0.84315005	0.02608592
0.81964670	0.02949227
0.79487296	0.03294724
0.76892488	0.03641768
0.74190338	0.03987061
0.71391384	0.04327331
0.68506577	0.04659338
0.65547236	0.04979890
0.62525004	0.05285846
0.59451811	0.05574126
0.56339821	0.05841730
0.53201390	0.06085757
0.50049016	0.06303425
0.46895290	0.06492104
0.43752847	0.06649354
0.40634310	0.06772961
0.37535661	0.06856813
0.34481504	0.06890834
0.31488788	0.06874238
0.28570026	0.06807114
0.25737446	0.06690160
0.23002915	0.06524682
0.20377879	0.06312592
0.17873288	0.06056377
0.15499541	0.05759064
0.13266424	0.05424162
0.11183059	0.05055586
0.09257862	0.04657573
0.07498504	0.04234577
0.05911886	0.03791163
0.04504113	0.03331887
0.03280484	0.02861176
0.02245485	0.02383208
0.01402784	0.01901801
0.00755239	0.01420305
0.00304895	0.00941513
0.00052998	0.00467586
0.00000000	0.00000000
0.00144329	-0.00447782
0.00483635	-0.00862862
0.01016036	-0.01244866
0.01738900	-0.01593450
0.02648864	-0.01908323
0.03741868	-0.02189278
0.05013182	-0.02436236
0.06457446	-0.02649283
0.08068703	-0.02828720
0.09840439	-0.02975098
0.11765617	-0.03089259
0.13836713	-0.03172363
0.16045748	-0.03225904
0.18384313	-0.03251715
0.20843596	-0.03251963
0.23414405	-0.03229124
0.26087187	-0.03185951
0.28852044	-0.03125421
0.31698757	-0.03050679
0.34616797	-0.02964971
0.37595350	-0.02871568
0.40627558	-0.02773411
0.43713830	-0.02664881
0.46825658	-0.02544473
0.49950984	-0.02414639
0.53077662	-0.02277717
0.56193502	-0.02135888
0.59286320	-0.01991144
0.62343984	-0.01845265
0.65354464	-0.01699810
0.68305878	-0.01556119
0.71186545	-0.01415322
0.73985029	-0.01278355
0.76690191	-0.01145983
0.79291229	-0.01018834
0.81777729	-0.00897420
0.84139705	-0.00782174
0.86367644	-0.00673472
0.88452543	-0.00571658
0.90385953	-0.00477063
0.92160013	-0.00390017
0.93767489	-0.00310856
0.95201805	-0.00239919
0.96457075	-0.00177552
0.97528137	-0.00124089
0.98410571	-0.00079847
0.99100731	-0.00045110
0.99595757	-0.00020115
0.99893598	-0.00005044
1.00000000	0.00000000
